,-3671.9500000000003
BCARD3Brch-6,353.70999999999987
Food&Beverage13Brch-22,356.41
Motor&Fuel7Brch-278,358.65
Others9Brch-190,365.27000000000015
Food&Beverage13Brch-109,365.3000000000002
Others11Brch-864,365.6
BCARD37Brch-46,366.41999999999996
Food&Beverage2Brch-90,367.5
Motor&Fuel7Brch-210,368.72
Others9Brch-751,371.89000000000004
Food&Beverage13Brch-19,376.1000000000001
BCARD44Brch-6,378.0
BCARD36Brch-1,379.91999999999996
Motor&Fuel7Brch-149,382.73999999999995
Food&Beverage16Brch-2,382.95
Motor&Fuel7Brch-36,384.25
Motor&Fuel7Brch-7,386.61
Food&Beverage3Brch-26,394.9
Food&Beverage13Brch-54,395.70000000000005
Food&Beverage13Brch-66,396.6000000000001
Food&Beverage2Brch-86,401.76000000000005
BCARD37Brch-64,402.6
Motor&Fuel7Brch-203,407.74
Others11Brch-879,412.3
BCARD37Brch-18,414.88999999999993
Others11Brch-791,417.4
BCARD44Brch-5,418.59999999999997
Motor&Fuel7Brch-46,419.03999999999996
Others11Brch-785,419.9
Motor&Fuel7Brch-97,421.07
Food&Beverage3Brch-23,422.66999999999996
Food&Beverage13Brch-80,424.1
Motor&Fuel7Brch-66,431.0999999999999
Motor&Fuel7Brch-367,431.6799999999999
Others5Brch-3,434.6
Food&Beverage13Brch-44,435.1
Motor&Fuel7Brch-138,435.2099999999999
Others1Brch-4,437.0
Food&Beverage13Brch-36,438.35
Food&Beverage15Brch-1,444.5
Food&Beverage11Brch-2,447.19999999999993
Motor&Fuel7Brch-409,450.76
Others8Brch-4,452.80000000000007
Motor&Fuel7Brch-108,456.67
Others14Brch-22,460.04
Food&Beverage13Brch-105,462.65
BCARD37Brch-82,463.70000000000005
BCARD37Brch-33,465.0999999999999
Food&Beverage13Brch-90,465.40000000000015
BCARD9Brch-2,465.5
Food&Beverage13Brch-95,469.42
BCARD16Brch-3,474.90000000000003
Motor&Fuel7Brch-104,477.39000000000004
BCARD40Brch-4,481.45
Food&Beverage13Brch-89,482.75000000000006
Food&Beverage13Brch-79,489.7000000000001
Food&Beverage14Brch-7,490.03
Motor&Fuel7Brch-117,494.5
Motor&Fuel7Brch-23,496.33
BCARD16Brch-2,501.41
Food&Beverage13Brch-61,503.9999999999997
BCARD16Brch-4,506.52000000000004
Food&Beverage13Brch-138,507.80000000000007
BCARD44Brch-14,511.84000000000003
Motor&Fuel7Brch-84,513.61
Motor&Fuel7Brch-148,525.28
Motor&Fuel7Brch-58,532.13
Motor&Fuel7Brch-325,534.04
Food&Beverage2Brch-96,534.05
Motor&Fuel7Brch-147,537.24
Motor&Fuel2Brch-1,545.0
Food&Beverage4Brch-9,547.67
BCARD22Brch-1,548.05
Food&Beverage13Brch-60,548.3499999999999
Motor&Fuel7Brch-347,548.8599999999999
Food&Beverage13Brch-15,549.36
Motor&Fuel7Brch-42,552.52
BCARD40Brch-24,552.67
BCARD37Brch-51,555.4
Others5Brch-7,556.5
Motor&Fuel7Brch-145,557.6299999999999
Food&Beverage13Brch-49,557.75
Motor&Fuel7Brch-154,561.04
Food&Beverage13Brch-24,562.05
BCARD37Brch-13,563.3100000000001
Motor&Fuel7Brch-173,563.99
Motor&Fuel7Brch-93,564.3199999999998
Food&Beverage9Brch-3,564.3799999999999
Others14Brch-26,566.0
Food&Beverage2Brch-74,569.9
BCARD37Brch-26,569.91
Food&Beverage13Brch-18,570.41
Food&Beverage2Brch-85,573.01
Food&Beverage1Brch-225,576.33
Food&Beverage1Brch-213,580.0500000000001
Food&Beverage1Brch-219,585.32
Food&Beverage13Brch-45,587.9
BCARD40Brch-6,589.05
Food&Beverage13Brch-77,596.6
Others14Brch-27,597.0
Motor&Fuel7Brch-242,602.6200000000001
Food&Beverage2Brch-9,603.3
Motor&Fuel7Brch-265,604.02
Others11Brch-827,606.5
Food&Beverage13Brch-17,608.4999999999998
Food&Beverage2Brch-93,608.96
Food&Beverage3Brch-24,615.52
Motor&Fuel7Brch-369,616.61
Food&Beverage9Brch-5,616.8999999999999
Food&Beverage13Brch-91,618.7000000000002
Food&Beverage13Brch-55,621.7000000000002
Food&Beverage13Brch-20,622.2999999999998
Motor&Fuel7Brch-235,622.31
Food&Beverage13Brch-98,625.1
Food&Beverage3Brch-32,627.5000000000001
BCARD33Brch-2,636.88
Motor&Fuel7Brch-55,638.1000000000001
Motor&Fuel7Brch-158,643.5
Food&Beverage4Brch-15,654.1
Motor&Fuel7Brch-165,655.99
Motor&Fuel7Brch-179,662.8399999999998
Food&Beverage13Brch-42,663.15
Food&Beverage13Brch-108,670.2000000000004
Food&Beverage9Brch-6,670.3
BCARD40Brch-15,670.4200000000001
Motor&Fuel7Brch-171,670.54
BCARD14Brch-2,673.75
Food&Beverage13Brch-87,681.4999999999998
Others8Brch-5,689.0
BCARD71Brch-1,705.55
Food&Beverage14Brch-1,713.1200000000002
BCARD39Brch-1,714.0
Food&Beverage9Brch-4,717.1999999999999
Food&Beverage13Brch-120,717.3000000000001
Food&Beverage15Brch-7,727.55
Others5Brch-10,738.55
Food&Beverage2Brch-35,738.65
Motor&Fuel7Brch-438,748.9399999999998
BCARD59Brch-675,759.2
Food&Beverage13Brch-46,766.1499999999997
Food&Beverage2Brch-91,766.5500000000001
Motor&Fuel7Brch-190,768.9399999999998
Food&Beverage1Brch-232,781.2900000000001
Others14Brch-6,782.0
Food&Beverage1Brch-238,793.37
BCARD37Brch-22,793.65
Motor&Fuel7Brch-65,798.2199999999998
Food&Beverage1Brch-27,800.5999999999999
Food&Beverage3Brch-20,820.8699999999999
Food&Beverage2Brch-76,825.26
Motor&Fuel7Brch-413,827.6800000000001
Motor&Fuel7Brch-360,831.49
Motor&Fuel7Brch-375,832.49
Motor&Fuel7Brch-244,837.6400000000001
Motor&Fuel7Brch-276,851.4599999999998
Food&Beverage13Brch-73,853.5199999999999
Motor&Fuel7Brch-9,857.44
Others9Brch-68,869.2200000000001
Motor&Fuel7Brch-159,875.61
Others14Brch-5,883.53
Others5Brch-11,885.9
BCARD37Brch-1,886.3599999999999
Food&Beverage13Brch-14,888.2999999999993
Food&Beverage13Brch-16,888.8999999999995
BCARD47Brch-1,890.0
Food&Beverage15Brch-9,895.7
Food&Beverage4Brch-8,897.3000000000001
Motor&Fuel7Brch-92,906.87
Motor&Fuel7Brch-439,909.83
BCARD24Brch-1,910.8000000000002
Food&Beverage1Brch-217,913.73
Motor&Fuel7Brch-428,921.1199999999997
Motor&Fuel7Brch-26,928.56
Others14Brch-29,934.0
Motor&Fuel7Brch-196,939.77
Motor&Fuel7Brch-127,941.0599999999998
Motor&Fuel7Brch-21,944.95
BCARD3Brch-9,954.5
BCARD59Brch-603,956.0
Food&Beverage13Brch-28,959.5500000000001
Food&Beverage13Brch-67,960.1500000000001
Food&Beverage1Brch-210,965.36
Others4Brch-1,966.75
Food&Beverage13Brch-58,968.9999999999998
Motor&Fuel7Brch-368,970.3299999999999
Motor&Fuel7Brch-175,979.9899999999999
Food&Beverage13Brch-47,980.5099999999998
BCARD38Brch-10,1000.02
Food&Beverage2Brch-87,1000.7100000000002
Food&Beverage13Brch-52,1001.4099999999992
BCARD32Brch-3,1003.25
Food&Beverage2Brch-98,1004.3
Motor&Fuel7Brch-422,1022.42
Motor&Fuel7Brch-41,1024.1500000000003
Food&Beverage13Brch-32,1025.399999999999
Food&Beverage2Brch-73,1030.45
Others8Brch-2,1032.02
Food&Beverage13Brch-25,1032.6999999999998
Food&Beverage1Brch-235,1034.8100000000002
Food&Beverage1Brch-214,1037.0699999999997
Food&Beverage13Brch-8,1041.1099999999992
Motor&Fuel7Brch-350,1042.9999999999993
Others11Brch-763,1052.4
Food&Beverage13Brch-41,1061.2799999999993
Food&Beverage1Brch-220,1063.2099999999998
Motor&Fuel7Brch-403,1064.07
BCARD29Brch-1,1082.02
Motor&Fuel7Brch-233,1087.36
Food&Beverage13Brch-29,1103.249999999999
Food&Beverage4Brch-5,1108.82
Others11Brch-529,1109.0
Others11Brch-822,1112.3000000000002
Food&Beverage1Brch-215,1113.9199999999998
Food&Beverage13Brch-56,1139.9
Food&Beverage2Brch-48,1142.8
BCARD40Brch-23,1152.75
Food&Beverage1Brch-237,1159.0200000000002
Others11Brch-839,1164.3999999999999
Food&Beverage13Brch-88,1194.3999999999994
Food&Beverage2Brch-81,1198.65
Food&Beverage2Brch-77,1201.97
Clubs2Brch-2,1202.16
BCARD43Brch-10,1212.3
Others1Brch-6,1212.6999999999998
Food&Beverage1Brch-201,1233.0699999999995
Food&Beverage2Brch-39,1234.27
Food&Beverage4Brch-4,1237.6000000000006
Food&Beverage2Brch-92,1239.2999999999997
BCARD32Brch-1,1242.3499999999997
BCARD54Brch-7,1245.0
Food&Beverage3Brch-5,1250.0000000000002
Food&Beverage13Brch-4,1251.8499999999983
Food&Beverage13Brch-27,1266.11
Food&Beverage2Brch-94,1271.5
BCARD3Brch-2,1278.8
Food&Beverage1Brch-183,1282.28
Others11Brch-856,1284.3000000000002
BCARD25Brch-1,1288.9500000000003
Others11Brch-229,1302.8
Others11Brch-811,1303.1
Motor&Fuel7Brch-176,1303.58
Motor&Fuel7Brch-356,1306.3400000000006
Food&Beverage8Brch-1,1306.8499999999997
Food&Beverage3Brch-14,1324.5
Food&Beverage4Brch-6,1333.7000000000005
Motor&Fuel7Brch-140,1352.2500000000002
Food&Beverage2Brch-70,1376.9999999999998
BCARD40Brch-1,1377.45
Motor&Fuel7Brch-195,1382.7900000000004
Motor&Fuel7Brch-156,1393.9799999999998
Food&Beverage1Brch-231,1396.6500000000003
Food&Beverage1Brch-221,1401.71
Food&Beverage2Brch-72,1404.6499999999996
Motor&Fuel7Brch-166,1414.7200000000005
Food&Beverage2Brch-56,1415.97
Food&Beverage1Brch-203,1441.01
Motor&Fuel7Brch-280,1445.2600000000004
Food&Beverage2Brch-23,1449.5500000000002
Food&Beverage1Brch-236,1451.8699999999994
Others14Brch-18,1455.0
Motor&Fuel7Brch-168,1457.2699999999998
Food&Beverage1Brch-194,1457.9499999999994
Motor&Fuel7Brch-182,1481.9200000000003
Food&Beverage2Brch-99,1489.5
Food&Beverage1Brch-204,1494.9599999999998
Food&Beverage14Brch-6,1499.7400000000002
Motor&Fuel7Brch-448,1503.4599999999998
Food&Beverage1Brch-224,1506.549999999999
Others11Brch-726,1510.0
Food&Beverage2Brch-88,1516.0500000000002
Food&Beverage13Brch-37,1524.45
Food&Beverage3Brch-21,1533.45
Motor&Fuel7Brch-205,1548.6200000000001
Food&Beverage2Brch-82,1553.7600000000002
Motor&Fuel7Brch-130,1555.9299999999998
Food&Beverage13Brch-48,1574.2999999999993
Food&Beverage2Brch-27,1591.06
Food&Beverage2Brch-79,1596.65
Motor&Fuel7Brch-172,1597.6200000000003
Food&Beverage13Brch-70,1608.2999999999997
Food&Beverage4Brch-3,1619.0100000000007
Food&Beverage13Brch-13,1655.6299999999983
Motor&Fuel7Brch-134,1667.8399999999997
Food&Beverage1Brch-222,1674.9699999999993
Food&Beverage10Brch-1,1674.9699999999996
Food&Beverage1Brch-202,1679.3500000000001
Food&Beverage9Brch-1,1694.43
Food&Beverage2Brch-68,1697.2499999999998
Food&Beverage3Brch-22,1698.89
Food&Beverage2Brch-71,1702.2200000000005
Others11Brch-815,1704.8999999999996
BCARD40Brch-11,1727.31
Food&Beverage1Brch-206,1727.4399999999996
BCARD43Brch-2,1738.9
BCARD40Brch-13,1748.8400000000001
Others11Brch-289,1749.2499999999998
Food&Beverage2Brch-75,1763.45
Food&Beverage2Brch-78,1773.3999999999999
Food&Beverage5Brch-7,1780.5699999999995
Food&Beverage13Brch-38,1792.9000000000003
Food&Beverage1Brch-103,1798.5999999999995
BCARD6Brch-1,1800.0
Food&Beverage2Brch-61,1800.3500000000004
Food&Beverage2Brch-84,1820.35
Food&Beverage13Brch-114,1824.4000000000003
Food&Beverage2Brch-34,1848.01
Leisure&Recreation8Brch-1,1858.46
Food&Beverage15Brch-4,1866.28
Food&Beverage13Brch-26,1873.35
Food&Beverage13Brch-43,1877.1999999999998
Education1Brch-2,1885.2500000000002
Food&Beverage13Brch-33,1894.4499999999987
Others8Brch-1,1897.41
BCARD31Brch-1,1908.1999999999998
Food&Beverage5Brch-9,1916.6
Food&Beverage3Brch-18,1920.8100000000002
Food&Beverage2Brch-69,1938.66
Motor&Fuel7Brch-177,1965.68
Food&Beverage4Brch-7,1978.3400000000001
Food&Beverage1Brch-47,1983.7100000000007
Food&Beverage3Brch-10,1986.0100000000004
BCARD40Brch-26,1987.6499999999999
Motor&Fuel1Brch-8,2000.01
Motor&Fuel7Brch-174,2001.0700000000006
Food&Beverage1Brch-218,2013.9000000000003
Food&Beverage9Brch-2,2022.6500000000003
Motor&Fuel7Brch-162,2035.8799999999999
Motor&Fuel7Brch-37,2045.280000000001
Motor&Fuel7Brch-401,2050.34
Food&Beverage2Brch-80,2085.7
Others11Brch-725,2093.0
Motor&Fuel7Brch-374,2094.61
BCARD37Brch-88,2115.71
Motor&Fuel7Brch-306,2179.7800000000007
Motor&Fuel1Brch-5,2200.02
Food&Beverage2Brch-28,2210.3699999999994
Food&Beverage1Brch-176,2229.7699999999986
Food&Beverage2Brch-45,2240.5
Clubs1Brch-1,2240.7
Food&Beverage1Brch-187,2270.119999999999
Food&Beverage2Brch-65,2319.3
Food&Beverage2Brch-62,2320.87
Food&Beverage1Brch-197,2322.7699999999995
Food&Beverage1Brch-104,2330.3100000000004
Motor&Fuel7Brch-69,2338.7700000000004
Food&Beverage1Brch-2,2342.3499999999995
OnlinePortal2Brch-1,2343.4500000000003
Others5Brch-8,2353.55
Food&Beverage1Brch-208,2374.940000000001
Food&Beverage2Brch-16,2392.399999999999
Food&Beverage3Brch-7,2395.15
BCARD48Brch-1,2455.6299999999997
BCARD17Brch-1,2511.8599999999997
Food&Beverage13Brch-35,2518.1000000000035
Food&Beverage3Brch-17,2528.869999999999
Food&Beverage1Brch-161,2551.54
Motor&Fuel7Brch-1,2566.9700000000007
Food&Beverage1Brch-71,2567.2599999999998
Food&Beverage13Brch-5,2581.050000000002
Utilities1Brch-17,2624.12
Food&Beverage3Brch-13,2648.0499999999997
Food&Beverage1Brch-169,2667.9599999999996
Motor&Fuel7Brch-161,2669.110000000001
Food&Beverage13Brch-23,2697.9000000000033
Food&Beverage2Brch-63,2714.39
Food&Beverage2Brch-51,2717.65
Motor&Fuel7Brch-152,2755.2500000000014
Food&Beverage3Brch-19,2772.6200000000013
Food&Beverage1Brch-151,2774.6800000000003
Food&Beverage1Brch-67,2780.4999999999986
Motor&Fuel7Brch-441,2792.06
Food&Beverage2Brch-7,2803.2600000000007
Motor&Fuel7Brch-45,2805.82
Motor&Fuel7Brch-133,2844.120000000001
Food&Beverage2Brch-89,2908.3000000000006
Motor&Fuel7Brch-307,2928.76
BCARD40Brch-14,2960.4100000000008
Motor&Fuel7Brch-178,2961.969999999999
Motor&Fuel7Brch-126,2979.8600000000015
Others5Brch-2,2982.3
BCARD15Brch-1,2985.4
Food&Beverage1Brch-200,2985.63
Food&Beverage3Brch-16,2990.6000000000017
Others11Brch-794,3018.5999999999995
Food&Beverage13Brch-11,3046.100000000006
Food&Beverage1Brch-195,3046.379999999999
BCARD3Brch-12,3058.8000000000015
BCARD40Brch-25,3076.820000000001
Others8Brch-3,3157.91
BCARD40Brch-9,3167.3600000000006
Food&Beverage3Brch-6,3175.449999999999
Motor&Fuel7Brch-308,3192.5200000000004
Food&Beverage1Brch-190,3204.6600000000003
Food&Beverage1Brch-147,3267.98
Food&Beverage2Brch-50,3273.8900000000017
Motor&Fuel7Brch-417,3310.300000000001
Clubs1Brch-3,3362.7800000000007
Food&Beverage2Brch-6,3377.3000000000006
Food&Beverage2Brch-18,3384.8000000000006
Motor&Fuel7Brch-430,3399.5399999999995
BCARD40Brch-22,3404.01
Food&Beverage2Brch-66,3473.8499999999995
BCARD40Brch-18,3510.79
Motor&Fuel7Brch-434,3523.540000000001
BCARD40Brch-19,3526.559999999999
Food&Beverage2Brch-33,3556.41
Food&Beverage11Brch-3,3614.9500000000003
Food&Beverage1Brch-189,3665.3800000000006
Food&Beverage2Brch-5,3676.5999999999995
BCARD40Brch-2,3696.610000000001
Others11Brch-882,3722.500000000001
BCARD16Brch-1,3752.5999999999995
Food&Beverage1Brch-191,3806.09
Food&Beverage4Brch-2,3838.839999999998
Motor&Fuel7Brch-311,3871.070000000002
BCARD40Brch-16,3891.12
Food&Beverage1Brch-142,3900.3599999999983
Food&Beverage1Brch-4,3915.590000000004
Food&Beverage3Brch-15,3919.4999999999995
Food&Beverage2Brch-43,3992.099999999999
Education1Brch-3,4128.3099999999995
Food&Beverage2Brch-32,4185.7300000000005
Food&Beverage2Brch-22,4188.45
Food&Beverage2Brch-25,4220.360000000001
Others12Brch-1,4240.0
Food&Beverage2Brch-29,4292.790000000001
Food&Beverage2Brch-30,4302.700000000001
Food&Beverage5Brch-10,4304.179999999998
BCARD18Brch-1,4320.710000000001
Motor&Fuel7Brch-181,4320.839999999997
Food&Beverage1Brch-196,4372.160000000001
Motor&Fuel7Brch-352,4442.1
Food&Beverage2Brch-67,4541.9
Motor&Fuel7Brch-4,4541.949999999996
Food&Beverage1Brch-207,4566.429999999997
Others5Brch-1,4584.85
Food&Beverage1Brch-181,4585.149999999999
Motor&Fuel7Brch-398,4670.4000000000015
Food&Beverage1Brch-130,4729.7500000000055
BCARD59Brch-542,4745.700000000002
Food&Beverage1Brch-62,4773.680000000001
Food&Beverage3Brch-11,4794.899999999998
Food&Beverage5Brch-11,4802.460000000001
Food&Beverage1Brch-143,4867.429999999999
Food&Beverage2Brch-11,4879.319999999999
Food&Beverage1Brch-205,4917.970000000002
Motor&Fuel7Brch-146,4957.000000000001
Food&Beverage1Brch-216,4967.619999999998
Food&Beverage2Brch-53,4986.740000000001
Food&Beverage1Brch-139,4998.099999999997
Food&Beverage11Brch-4,5040.500000000003
Food&Beverage1Brch-87,5097.3899999999985
Food&Beverage1Brch-155,5123.51
Food&Beverage1Brch-128,5156.870000000005
Others9Brch-35,5251.340000000002
Others11Brch-804,5282.999999999999
Food&Beverage1Brch-193,5294.829999999999
Motor&Fuel7Brch-44,5297.230000000001
Food&Beverage1Brch-163,5334.520000000005
Food&Beverage3Brch-12,5382.09
Food&Beverage1Brch-179,5425.290000000002
Food&Beverage1Brch-98,5474.250000000012
BCARD40Brch-7,5500.01
Food&Beverage1Brch-91,5574.790000000002
Motor&Fuel7Brch-68,5597.960000000005
OnlinePortal8Brch-1,5680.219999999998
Food&Beverage1Brch-122,5694.520000000002
Food&Beverage1Brch-192,5716.1100000000015
Food&Beverage1Brch-156,5735.160000000004
Motor&Fuel7Brch-394,5802.02
Motor&Fuel7Brch-358,5822.500000000004
Motor&Fuel7Brch-419,5893.600000000001
Motor&Fuel7Brch-371,5905.88
Motor&Fuel7Brch-187,6003.590000000011
Food&Beverage2Brch-21,6025.059999999998
Food&Beverage1Brch-172,6054.840000000004
Motor&Fuel7Brch-359,6107.600000000003
Education1Brch-8,6110.5099999999975
Motor&Fuel7Brch-25,6195.980000000001
Food&Beverage2Brch-24,6222.510000000002
Food&Beverage2Brch-64,6263.849999999998
Food&Beverage5Brch-4,6410.72000000001
Food&Beverage2Brch-59,6532.249999999999
Food&Beverage15Brch-6,6547.409999999999
Food&Beverage1Brch-243,6572.149999999997
Food&Beverage1Brch-164,6940.200000000011
Food&Beverage2Brch-41,6944.659999999997
Food&Beverage2Brch-10,7044.290000000002
Food&Beverage5Brch-3,7123.469999999997
Food&Beverage2Brch-31,7181.770000000005
Food&Beverage1Brch-69,7236.9099999999935
Food&Beverage2Brch-49,7257.520000000001
OnlinePortal14Brch-1,7294.83
BCARD9Brch-1,7506.850000000001
Food&Beverage1Brch-162,7785.579999999998
Food&Beverage3Brch-3,7836.830000000001
Food&Beverage1Brch-18,7890.130000000003
Food&Beverage16Brch-1,7933.839999999987
Food&Beverage2Brch-55,8048.5400000000045
Food&Beverage5Brch-6,8057.149999999998
Food&Beverage1Brch-123,8103.420000000001
Food&Beverage1Brch-149,8300.769999999999
Food&Beverage1Brch-180,8387.62
Food&Beverage1Brch-126,8492.289999999999
Food&Beverage1Brch-115,8546.330000000016
Food&Beverage2Brch-46,8583.96
Food&Beverage1Brch-113,8628.500000000004
Others3Brch-5,8666.01
Motor&Fuel7Brch-43,8691.26
Food&Beverage1Brch-99,8774.88
Food&Beverage1Brch-108,8827.310000000007
Food&Beverage1Brch-31,8853.62
Food&Beverage1Brch-209,8919.61
Food&Beverage2Brch-17,8977.65
Food&Beverage1Brch-182,9025.59
BCARD51Brch-1,9070.24
Food&Beverage1Brch-198,9127.629999999968
Food&Beverage1Brch-52,9152.630000000003
Food&Beverage2Brch-40,9297.770000000006
Food&Beverage1Brch-171,9326.180000000002
Food&Beverage1Brch-212,9460.369999999997
Food&Beverage2Brch-20,9491.979999999994
Food&Beverage1Brch-79,9532.139999999992
Food&Beverage1Brch-46,9625.039999999995
Food&Beverage1Brch-80,9704.290000000034
Food&Beverage2Brch-57,9709.830000000002
Food&Beverage1Brch-168,9764.519999999991
Food&Beverage1Brch-186,9766.300000000007
Food&Beverage1Brch-144,9778.009999999995
Food&Beverage3Brch-2,9799.909999999998
Food&Beverage1Brch-100,9803.42
Food&Beverage1Brch-89,9821.809999999987
Motor&Fuel7Brch-114,9832.33
Clubs3Brch-2,10131.810000000001
Food&Beverage1Brch-185,10168.04
Food&Beverage2Brch-36,10179.850000000002
Food&Beverage3Brch-8,10181.350000000004
Food&Beverage1Brch-41,10205.819999999998
Food&Beverage1Brch-184,10209.430000000006
Food&Beverage1Brch-170,10290.370000000003
Food&Beverage1Brch-3,10323.109999999995
Food&Beverage1Brch-173,10436.87000000001
Motor&Fuel7Brch-395,10985.790000000006
BCARD7Brch-1,11013.199999999999
Food&Beverage1Brch-112,11093.02
Food&Beverage5Brch-5,11101.050000000008
Food&Beverage1Brch-17,11236.599999999999
Food&Beverage1Brch-12,11264.770000000028
Food&Beverage1Brch-160,11480.270000000004
Food&Beverage1Brch-211,11481.26
Motor&Fuel7Brch-299,11606.099999999999
Food&Beverage1Brch-63,11617.629999999996
Food&Beverage2Brch-38,11725.12
Food&Beverage1Brch-32,11732.720000000001
Food&Beverage1Brch-22,12022.619999999984
Food&Beverage2Brch-52,12071.549999999997
Food&Beverage1Brch-66,12122.800000000017
Food&Beverage1Brch-141,12208.059999999992
Food&Beverage1Brch-174,12279.120000000008
Food&Beverage1Brch-11,12474.310000000003
BCARD76Brch-1,12500.340000000004
Food&Beverage2Brch-44,12618.399999999998
Food&Beverage1Brch-167,12619.749999999996
Food&Beverage1Brch-72,12636.519999999999
Food&Beverage1Brch-177,12673.699999999993
Food&Beverage2Brch-42,12681.050000000003
Food&Beverage3Brch-4,12726.249999999995
Food&Beverage1Brch-132,12742.619999999999
Food&Beverage1Brch-65,12753.93999999998
Food&Beverage3Brch-9,12781.250000000002
Food&Beverage1Brch-127,12791.660000000016
Food&Beverage2Brch-58,12798.699999999999
Food&Beverage2Brch-47,12815.159999999993
Food&Beverage1Brch-138,12821.169999999986
Food&Beverage2Brch-14,13173.050000000007
Food&Beverage1Brch-75,13390.760000000015
Motor&Fuel7Brch-139,13545.199999999997
Food&Beverage5Brch-2,13564.969999999996
Food&Beverage2Brch-60,13594.199999999997
Food&Beverage2Brch-37,13752.710000000001
Food&Beverage1Brch-33,13817.83999999998
Food&Beverage1Brch-88,13948.629999999992
Food&Beverage1Brch-57,13984.980000000001
Food&Beverage1Brch-131,13988.980000000001
Food&Beverage1Brch-159,14004.750000000011
BCARD5Brch-1,14063.550000000001
Food&Beverage2Brch-26,14095.57
Food&Beverage1Brch-120,14122.190000000017
Food&Beverage1Brch-158,14153.999999999984
Food&Beverage2Brch-54,14561.73000000001
Food&Beverage5Brch-1,14709.670000000006
Food&Beverage1Brch-13,14774.840000000006
Food&Beverage1Brch-10,14896.05000000008
Food&Beverage1Brch-148,14992.74999999997
Food&Beverage1Brch-19,15044.290000000008
Food&Beverage1Brch-92,15143.799999999983
Others2Brch-1,15179.0
Food&Beverage1Brch-14,15320.829999999985
Food&Beverage1Brch-68,15702.859999999935
Food&Beverage1Brch-153,15703.430000000026
Food&Beverage1Brch-44,15731.490000000016
Food&Beverage2Brch-8,15812.51000000001
Food&Beverage2Brch-12,15987.720000000003
BCARD1Brch-1,16040.02
Food&Beverage1Brch-188,16089.790000000003
Food&Beverage1Brch-114,16107.349999999991
Food&Beverage1Brch-36,16136.140000000009
Food&Beverage1Brch-117,16340.079999999993
Food&Beverage1Brch-105,16489.539999999994
Food&Beverage1Brch-133,16499.52
Food&Beverage2Brch-13,16519.670000000002
Food&Beverage1Brch-175,16999.69999999998
Others3Brch-2,17124.899999999998
Food&Beverage1Brch-136,17239.93000000001
Food&Beverage1Brch-74,17245.27000000001
Food&Beverage1Brch-152,17719.979999999956
Food&Beverage1Brch-166,17770.219999999983
Food&Beverage1Brch-42,17805.649999999987
BCARD46Brch-1,18155.110000000004
Food&Beverage1Brch-86,18437.15999999998
Food&Beverage1Brch-50,18630.739999999983
Food&Beverage1Brch-178,18758.339999999982
Food&Beverage1Brch-56,18843.369999999995
Food&Beverage1Brch-29,19477.910000000044
Food&Beverage1Brch-101,19507.099999999984
Motor&Fuel1Brch-3,19809.649999999994
Food&Beverage1Brch-64,20138.730000000014
Education1Brch-4,20214.160000000007
Food&Beverage1Brch-81,20566.57999999998
Food&Beverage1Brch-26,20635.82999999998
Food&Beverage1Brch-93,20962.139999999974
Food&Beverage1Brch-60,21060.13999999996
Food&Beverage1Brch-9,21138.509999999947
Food&Beverage1Brch-90,21477.309999999983
Food&Beverage2Brch-3,21602.12999999999
Food&Beverage1Brch-97,21618.34000000003
Leisure&Recreation7Brch-1,21666.35
OnlinePortal11Brch-1,21698.60000000003
Others3Brch-4,21843.099999999995
Food&Beverage1Brch-73,22028.02
Food&Beverage1Brch-61,22062.24999999989
Food&Beverage1Brch-48,22129.390000000003
Food&Beverage1Brch-102,22258.84999999992
OnlinePortal10Brch-1,22274.16
Food&Beverage1Brch-77,22514.489999999943
Food&Beverage1Brch-140,22647.81999999996
Food&Beverage1Brch-165,22962.280000000028
Food&Beverage1Brch-58,23034.39000000001
Food&Beverage2Brch-2,23655.23
Food&Beverage1Brch-54,24354.74999999991
Food&Beverage1Brch-23,24994.77999999994
Others5Brch-6,25091.539999999983
Food&Beverage2Brch-4,25105.849999999995
Food&Beverage1Brch-51,25279.100000000057
BCARD2Brch-1,25415.160000000014
Food&Beverage1Brch-137,25696.82999999995
Education2Brch-1,25740.259999999987
Food&Beverage1Brch-146,25910.53000000002
BCARD40Brch-27,26191.82999999999
Food&Beverage2Brch-15,26309.86000000003
Food&Beverage1Brch-16,26695.77999999997
Food&Beverage1Brch-70,27090.659999999963
AffiliatePartner1Brch-1,27209.899999999998
Food&Beverage1Brch-76,27276.670000000013
Food&Beverage1Brch-53,27525.489999999892
BCARD3Brch-1,27929.12000000001
Food&Beverage1Brch-8,28020.100000000013
Food&Beverage1Brch-118,28095.91999999997
Food&Beverage1Brch-39,28378.25999999995
Food&Beverage1Brch-95,29197.759999999995
Food&Beverage1Brch-40,29245.249999999924
Food&Beverage1Brch-154,29748.509999999995
Food&Beverage1Brch-129,29763.239999999983
Food&Beverage1Brch-150,30398.629999999943
Food&Beverage1Brch-94,30613.860000000015
Food&Beverage1Brch-78,31405.38999999995
Food&Beverage1Brch-106,31586.359999999848
Food&Beverage1Brch-15,31617.930000000102
Food&Beverage1Brch-28,32338.110000000008
Food&Beverage1Brch-38,32446.079999999914
Leisure&Recreation6Brch-1,32645.17
Food&Beverage1Brch-119,33343.019999999975
Food&Beverage1Brch-134,33416.54999999991
Food&Beverage1Brch-21,34313.200000000106
