2014-06-17,110.0
2014-06-18,55.0
2014-07-01,94.0
2014-07-02,57.0
2014-07-03,25.0
2014-07-06,9.0
2014-07-08,214.0
2014-07-09,59.0
2014-07-11,108.0
2014-07-14,100.0
2014-07-16,8.0
2014-07-17,497.0
2014-07-19,202.0
2014-07-22,394.0
2014-07-23,204.0
2014-07-24,232.0
2014-07-25,570.0
2014-07-26,526.0
2014-07-27,20.0
2014-07-28,60.0
2014-07-29,87.0
2014-07-30,276.0
2014-07-31,701.0
2014-08-01,165.0
2014-08-02,128.0
2014-08-04,50.0
2014-08-05,50.0
2014-08-07,20.0
2014-08-08,40.0
2014-08-11,231.0
2014-08-13,129.0
2014-08-14,69.0
2014-08-15,278.0
2014-08-16,58.0
2014-08-18,106.7
2014-08-19,145.0
2014-08-20,34.0
2014-08-21,290.0
2014-08-22,187.0
2014-08-23,32.0
2014-08-24,136.0
2014-08-26,166.0
2014-08-27,314.0
2014-08-29,131.5
2014-08-30,50.0
2014-08-31,29.7
2014-09-02,118.0
2014-09-04,26.0
2014-09-07,195.0
2014-09-08,120.0
2014-09-09,171.9
2014-09-10,225.0
2014-09-11,578.0
2014-09-12,48.0
2014-09-13,96.0
2014-09-14,128.0
2014-09-15,10.0
2014-09-16,29.0
2014-09-17,200.0
2014-09-18,223.0
2014-09-19,110.0
2014-09-20,5.1
2014-09-21,60.0
2014-09-22,153.0
2014-09-23,458.0
2014-09-24,549.1
2014-09-25,710.0
2014-09-26,142.0
2014-09-28,301.9
2014-09-29,48.0
2014-10-01,694.2
2014-10-02,209.0
2014-10-05,98.0
2014-10-06,60.0
2014-10-09,60.0
2014-10-10,22.9
2014-10-13,25.0
2014-10-15,256.0
2014-10-16,185.0
2014-10-17,264.0
2014-10-18,495.8
2014-10-19,373.0
2014-10-24,50.0
2014-10-25,70.0
2014-10-26,12.0
2014-10-27,86.6
2014-10-28,125.0
2014-10-29,59.0
2014-11-01,338.0
2014-11-04,118.0
2014-11-05,133.0
2014-11-06,59.0
2014-11-07,25.0
2014-11-10,25.0
2014-11-11,142.0
2014-11-12,121.0
2014-11-13,403.0
2014-11-14,289.0
2014-11-15,199.70000000000002
2014-11-16,462.0
2014-11-17,198.0
2014-11-18,149.0
2014-11-21,182.7
2014-11-23,60.0
2014-11-24,130.0
2014-11-25,218.0
2014-11-26,256.0
2014-11-27,1152.0
2014-11-30,80.0
2014-12-01,1706.0
2014-12-02,50.0
2014-12-03,1103.0
2014-12-04,132.0
2014-12-05,29.0
2014-12-06,59.0
2014-12-07,181.0
2014-12-08,144.0
2014-12-11,314.0
2014-12-12,896.0
2014-12-13,177.0
2014-12-15,48.0
2014-12-17,24.0
2014-12-18,349.0
2014-12-19,98.0
2014-12-21,123.0
2014-12-22,161.0
2014-12-23,154.0
2014-12-24,389.0
2014-12-25,122.6
2014-12-26,20.0
2014-12-28,48.0
2014-12-29,383.6
2014-12-30,328.9
2014-12-31,186.0
