2011-08-05,1
2011-08-25,1
2011-09-29,1
2011-09-30,1
2011-10-20,1
2011-11-08,1
2011-11-09,1
2011-11-10,1
2011-11-25,1
2011-12-25,1
2012-01-05,1
2012-01-25,1
2012-02-03,1
2012-03-12,1
2012-03-14,1
2012-03-16,1
2012-03-18,1
2012-04-16,1
2012-04-24,1
2012-04-30,1
2012-05-10,1
2012-05-21,1
2012-05-23,1
2012-05-30,1
2012-06-04,1
2012-06-05,1
2012-07-04,2
2012-07-05,1
2012-07-16,1
2012-07-19,1
2012-07-20,1
2012-07-27,1
2012-07-31,1
2012-08-10,2
2012-08-14,1
2012-08-15,1
2012-08-17,1
2012-08-18,2
2012-08-24,1
2012-09-05,1
2012-09-18,1
2012-09-24,1
2012-10-01,1
2012-10-02,1
2012-10-03,1
2012-10-04,2
2012-10-12,1
2012-10-15,1
2012-10-25,1
2012-11-02,1
2012-11-05,1
2012-11-07,1
2012-11-20,1
2012-11-21,1
2012-11-24,1
2012-11-26,1
2012-11-27,1
2012-11-29,1
2012-12-03,2
2012-12-05,1
2012-12-06,3
2012-12-13,1
2012-12-19,1
2012-12-20,1
2012-12-23,1
2013-01-09,2
2013-01-15,2
2013-01-16,1
2013-01-18,1
2013-01-28,1
2013-01-30,1
2013-02-05,1
2013-02-20,1
2013-02-23,1
2013-02-25,2
2013-02-26,1
2013-02-27,1
2013-02-28,3
2013-03-07,2
2013-03-08,1
2013-03-11,2
2013-03-22,1
2013-03-26,2
2013-03-27,2
2013-03-28,2
2013-03-30,2
2013-04-08,1
2013-04-27,1
2013-04-30,1
2013-05-08,1
2013-05-09,1
2013-05-23,4
2013-06-24,3
2013-06-27,1
2013-06-29,1
2013-07-01,10
2013-07-02,5
2013-07-03,1
2013-07-04,3
2013-07-06,1
2013-07-09,1
2013-07-10,2
2013-07-11,1
2013-07-12,2
2013-07-24,1
2013-07-25,1
2013-07-29,3
2013-08-01,3
2013-08-05,2
2013-08-06,1
2013-08-14,1
2013-08-19,2
2013-08-22,1
2013-08-23,1
2013-08-27,1
2013-08-28,1
2013-08-30,1
2013-09-02,2
2013-09-04,2
2013-09-12,1
2013-09-17,1
2013-09-23,1
2013-09-24,1
2013-10-07,1
2013-10-08,1
2013-10-09,1
2013-11-03,5
2013-11-10,1
2013-11-22,2
2013-11-26,1
2013-12-05,1
2013-12-10,2
2013-12-11,2
2013-12-18,1
2013-12-22,1
2013-12-24,1
2014-01-02,1
2014-01-09,2
2014-01-23,1
2014-02-04,1
2014-02-11,1
2014-02-16,1
2014-02-17,1
2014-02-18,1
2014-02-22,1
2014-02-25,4
2014-03-21,2
2014-03-27,1
2014-04-14,1
2014-04-29,1
2014-05-01,1
2014-05-07,2
2014-05-09,2
2014-05-29,1
2014-05-30,1
2014-06-03,2
2014-06-05,2
2014-06-06,1
2014-06-16,1
2014-06-17,2
2014-06-19,1
2014-06-23,1
2014-07-06,1
2014-07-16,1
2014-07-18,3
2014-07-21,1
2014-07-24,2
2014-07-31,1
2014-08-01,1
2014-08-07,1
2014-08-08,1
2014-08-18,1
2014-09-03,1
2014-09-05,1
2014-09-08,1
2014-09-15,1
2014-09-24,1
2014-09-26,1
2014-09-29,2
2014-10-01,1
2014-10-08,1
2014-10-10,1
2014-10-22,1
2014-10-24,2
2014-11-05,1
2014-11-09,1
2014-11-12,1
2014-11-21,2
2014-12-08,2
2014-12-09,1
2014-12-26,1
2014-12-29,1
2015-01-02,3
2015-01-09,1
2015-01-12,1
2015-01-16,1
2015-01-17,1
2015-01-21,1
2015-01-26,1
2015-01-27,1
2015-02-06,1
2015-02-12,1
2015-02-27,1
2015-03-04,1
2015-03-05,1
2015-03-09,2
2015-03-28,1
2015-04-02,1
2015-04-08,1
2015-04-22,1
2015-04-23,1
2015-04-27,1
2015-05-08,1
2015-05-13,1
2015-05-22,1
2015-06-10,1
2015-06-24,1
2015-06-25,1
2015-06-27,1
2015-07-08,1
2015-07-10,1
2015-07-13,1
2015-07-14,1
2015-07-29,1
2015-07-30,1
2015-08-07,1
2015-08-14,1
2015-08-15,1
2015-08-17,1
2015-08-22,1
2015-08-29,1
2015-09-07,1
2015-09-09,1
2015-09-12,1
2015-09-29,2
2015-10-12,1
2015-10-21,1
2015-10-22,1
2015-10-28,1
2015-10-30,1
2015-11-11,1
2015-11-13,2
2015-11-16,1
2015-11-19,2
2015-12-15,1
2015-12-29,1
2016-01-05,1
2016-01-07,1
2016-01-08,1
2016-02-23,1
2016-02-25,2
2016-02-26,2
2016-03-01,1
2016-03-08,1
2016-04-05,5
2016-04-06,1
2016-04-12,1
2016-04-19,1
2016-05-17,2
2016-08-01,1
